start_ms	end_ms	head	brows	right-hand	left-hand	body	video_name	sType	sentence	speaker	start_frames	end_frames	frame_count	main_sign	pos
133	900				УЧИТЕЛЬ		st-uchit_smeh-mira	st	uchit_smeh	mira	0.0	25.0	63	УЧИТЕЛЬ	N
133	966			УЧИТЕЛЬ			st-uchit_smeh-mira	st	uchit_smeh	mira	0.0	27.0	63		
1000	1733				СМЕЯТЬСЯ		st-uchit_smeh-mira	st	uchit_smeh	mira	28.0	52.0	63	СМЕЯТЬСЯ	V
176	1697		br_raise				gen_q-dev_upala-gul	gen_q	dev_upala	gul	2.0	48.0	53		
459	848			ДЕВОЧКА			gen_q-dev_upala-gul	gen_q	dev_upala	gul	10.0	22.0	53	ДЕВОЧКА	N
1061	1732			УПАСТЬ			gen_q-dev_upala-gul	gen_q	dev_upala	gul	29.0	49.0	53	УПАСТЬ	V
1131	1591	nod					gen_q-dev_upala-gul	gen_q	dev_upala	gul	31.0	45.0	53		
1167	1732				УПАСТЬ		gen_q-dev_upala-gul	gen_q	dev_upala	gul	32.0	49.0	53		
1304	3021		br_raise				gen_q-dev_upala-shyr	gen_q	dev_upala	shyr	17.0	44.0	51		
1510	1854			ДЕВОЧКА			gen_q-dev_upala-shyr	gen_q	dev_upala	shyr	20.0	25.0	51	ДЕВОЧКА	N
2128	3021			CLF:ЧЕЛОВЕК:УПАСТЬ	ПЛОСКОСТЬ		gen_q-dev_upala-shyr	gen_q	dev_upala	shyr	30.0	44.0	51	CLF:ЧЕЛОВЕК:УПАСТЬ	V
142	1739		br_raise				gen_q-dev_upala-vik	gen_q	dev_upala	vik	0.0	49.0	54		
213	603			ДЕВОЧКА			gen_q-dev_upala-vik	gen_q	dev_upala	vik	3.0	15.0	54	ДЕВОЧКА	N
745	1278			CLF:ЧЕЛОВЕК:УПАСТЬ			gen_q-dev_upala-vik	gen_q	dev_upala	vik	19.0	35.0	54	CLF:ЧЕЛОВЕК:УПАСТЬ	V
816	1278				ПЛОСКОСТЬ		gen_q-dev_upala-vik	gen_q	dev_upala	vik	21.0	35.0	54		
966	3533		br_raise				gen_q-dev_upala-x	gen_q	dev_upala	x	26.0	106.0	129		
1300	1733			ДЕВОЧКА			gen_q-dev_upala-x	gen_q	dev_upala	x	37.0	50.0	129	ДЕВОЧКА	N
1866	2900			CLF:ЧЕЛОВЕК:УПАСТЬ			gen_q-dev_upala-x	gen_q	dev_upala	x	54.0	86.0	129	CLF:ЧЕЛОВЕК:УПАСТЬ	V
1900	2900				ПЛОСКОСТЬ		gen_q-dev_upala-x	gen_q	dev_upala	x	55.0	86.0	129		
176	530		br_raise				st-dev_upala-gul	st	dev_upala	gul	2.0	12.0	51		
282	813			ДЕВОЧКА			st-dev_upala-gul	st	dev_upala	gul	5.0	21.0	51	ДЕВОЧКА	N
884	1591				УПАСТЬ		st-dev_upala-gul	st	dev_upala	gul	23.0	45.0	51		
990	1591			УПАСТЬ			st-dev_upala-gul	st	dev_upala	gul	27.0	45.0	51	УПАСТЬ	V
618	1098			ДЕВОЧКА			st-dev_upala-shyr	st	dev_upala	shyr	6.0	14.0	32	ДЕВОЧКА	N
686	1304		br_raise				st-dev_upala-shyr	st	dev_upala	shyr	7.0	18.0	32		
1236	1991			CLF:ЧЕЛОВЕК:УПАСТЬ			st-dev_upala-shyr	st	dev_upala	shyr	17.0	29.0	32	CLF:ЧЕЛОВЕК:УПАСТЬ	V
1304	1991				ПЛОСКОСТЬ		st-dev_upala-shyr	st	dev_upala	shyr	18.0	29.0	32		
497	1029			ДЕВОЧКА			st-dev_upala-vik	st	dev_upala	vik	11.0	27.0	61	ДЕВОЧКА	N
1171	1668			CLF:ЧЕЛОВЕК:УПАСТЬ	ПЛОСКОСТЬ		st-dev_upala-vik	st	dev_upala	vik	32.0	47.0	61	CLF:ЧЕЛОВЕК:УПАСТЬ	V
800	1366			ДЕВОЧКА			st-dev_upala-x	st	dev_upala	x	21.0	39.0	112	ДЕВОЧКА	N
833	1133		br_raise				st-dev_upala-x	st	dev_upala	x	22.0	32.0	112		
1500	2466			CLF:ЧЕЛОВЕК:УПАСТЬ	ПЛОСКОСТЬ		st-dev_upala-x	st	dev_upala	x	43.0	73.0	112	CLF:ЧЕЛОВЕК:УПАСТЬ	V
241	2049		br_raise				gen_q-dom_post-shyr	gen_q	dom_post	shyr	0.0	34.0	38		
482	1265			ДОМ	ДОМ		gen_q-dom_post-shyr	gen_q	dom_post	shyr	5.0	19.0	38	ДОМ	N
1386	2109			СТРОИТЬ	СТРОИТЬ		gen_q-dom_post-shyr	gen_q	dom_post	shyr	22.0	35.0	38	СТРОИТЬ	V
142	639		br_raise				st-dom_post-gul	st	dom_post	gul	0.0	16.0	50		
284	923			ДОМ	ДОМ		st-dom_post-gul	st	dom_post	gul	5.0	24.0	50	ДОМ	N
1066	1705			СТРОИТЬ	СТРОИТЬ		st-dom_post-gul	st	dom_post	gul	29.0	48.0	50	СТРОИТЬ	V
1101	1563	nod					st-dom_post-gul	st	dom_post	gul	30.0	44.0	50		
482	964			ДОМ	ДОМ		st-dom_post-shyr	st	dom_post	shyr	5.0	14.0	37	ДОМ	N
1024	1807			СТРОИТЬ			st-dom_post-shyr	st	dom_post	shyr	15.0	30.0	37	СТРОИТЬ	V
1084	1868				СТРОИТЬ		st-dom_post-shyr	st	dom_post	shyr	16.0	31.0	37		
133	1766		br_raise				st-dom_post-x	st	dom_post	x	0.0	52.0	85		
433	1266			ДОМ			st-dom_post-x	st	dom_post	x	10.0	36.0	85	ДОМ	N
500	1233				ДОМ		st-dom_post-x	st	dom_post	x	12.0	35.0	85		
1400	2366			СТРОИТЬ			st-dom_post-x	st	dom_post	x	40.0	71.0	85	СТРОИТЬ	V
1466	2266				СТРОИТЬ		st-dom_post-x	st	dom_post	x	42.0	68.0	85		
480	2097		br_raise				gen_q-mal_chit-gul	gen_q	mal_chit	gul	8.0	48.0	58		
655	1267			МАЛЬЧИК			gen_q-mal_chit-gul	gen_q	mal_chit	gul	12.0	27.0	58	МАЛЬЧИК	N
1442	2097				ЧИТАТЬ		gen_q-mal_chit-gul	gen_q	mal_chit	gul	32.0	48.0	58		
1485	2097			ЧИТАТЬ			gen_q-mal_chit-gul	gen_q	mal_chit	gul	33.0	48.0	58	ЧИТАТЬ	V
479	2124		br_raise				gen_q-mal_chit-shyr	gen_q	mal_chit	shyr	4.0	31.0	32		
685	1233			МАЛЬЧИК			gen_q-mal_chit-shyr	gen_q	mal_chit	shyr	7.0	16.0	32	МАЛЬЧИК	N
1302	1987				ЧИТАТЬ		gen_q-mal_chit-shyr	gen_q	mal_chit	shyr	18.0	29.0	32		
1439	1918			ЧИТАТЬ			gen_q-mal_chit-shyr	gen_q	mal_chit	shyr	20.0	28.0	32	ЧИТАТЬ	V
436	2049		br_raise				gen_q-mal_chit-vik	gen_q	mal_chit	vik	7.0	46.0	62		
610	1177			МАЛЬЧИК			gen_q-mal_chit-vik	gen_q	mal_chit	vik	11.0	25.0	62	МАЛЬЧИК	N
1264	1962				ЧИТАТЬ		gen_q-mal_chit-vik	gen_q	mal_chit	vik	27.0	44.0	62		
1308	1962			ЧИТАТЬ			gen_q-mal_chit-vik	gen_q	mal_chit	vik	28.0	44.0	62	ЧИТАТЬ	V
533	2900		br_raise				gen_q-mal_chit-x	gen_q	mal_chit	x	13.0	87.0	109		
800	1333			МАЛЬЧИК			gen_q-mal_chit-x	gen_q	mal_chit	x	21.0	38.0	109	МАЛЬЧИК	N
1466	2766				ЧИТАТЬ		gen_q-mal_chit-x	gen_q	mal_chit	x	42.0	82.0	109		
1600	2766			ЧИТАТЬ			gen_q-mal_chit-x	gen_q	mal_chit	x	46.0	82.0	109	ЧИТАТЬ	V
262	611		br_raise				st-mal_chit-gul	st	mal_chit	gul	3.0	12.0	43		
437	961			МАЛЬЧИК			st-mal_chit-gul	st	mal_chit	gul	7.0	20.0	43	МАЛЬЧИК	N
1092	1660				ЧИТАТЬ		st-mal_chit-gul	st	mal_chit	gul	24.0	38.0	43		
1179	1660			ЧИТАТЬ			st-mal_chit-gul	st	mal_chit	gul	26.0	38.0	43	ЧИТАТЬ	V
753	1302			МАЛЬЧИК			st-mal_chit-shyr	st	mal_chit	shyr	8.0	18.0	33	МАЛЬЧИК	N
822	2124		br_raise				st-mal_chit-shyr	st	mal_chit	shyr	10.0	31.0	33		
1439	2124				ЧИТАТЬ		st-mal_chit-shyr	st	mal_chit	shyr	20.0	31.0	33		
1507	2124			ЧИТАТЬ			st-mal_chit-shyr	st	mal_chit	shyr	21.0	31.0	33	ЧИТАТЬ	V
348	1002			МАЛЬЧИК			st-mal_chit-vik	st	mal_chit	vik	5.0	21.0	53	МАЛЬЧИК	N
1133	1918			ЧИТАТЬ	ЧИТАТЬ		st-mal_chit-vik	st	mal_chit	vik	24.0	44.0	53	ЧИТАТЬ	V
833	1500			МАЛЬЧИК			st-mal_chit-x	st	mal_chit	x	22.0	43.0	109	МАЛЬЧИК	N
1600	2766				ЧИТАТЬ		st-mal_chit-x	st	mal_chit	x	46.0	82.0	109		
1666	2766			ЧИТАТЬ			st-mal_chit-x	st	mal_chit	x	48.0	82.0	109	ЧИТАТЬ	V
787	1269			МАМА			gen_q-mama_ust-gul	gen_q	mama_ust	gul	16.0	28.0	51	МАМА	N
1313	2057				УСТАЛЫЙ	lb	gen_q-mama_ust-gul	gen_q	mama_ust	gul	29.0	47.0	51		
1356	2057			УСТАЛЫЙ			gen_q-mama_ust-gul	gen_q	mama_ust	gul	30.0	47.0	51	УСТАЛЫЙ	V
274	1923		br_raise				gen_q-mama_ust-shyr	gen_q	mama_ust	shyr	0.0	28.0	32		
893	1442			МАМА			gen_q-mama_ust-shyr	gen_q	mama_ust	shyr	11.0	20.0	32	МАМА	N
1511	2129				УСТАЛЫЙ		gen_q-mama_ust-shyr	gen_q	mama_ust	shyr	21.0	31.0	32		
1580	2129			УСТАЛЫЙ			gen_q-mama_ust-shyr	gen_q	mama_ust	shyr	22.0	31.0	32	УСТАЛЫЙ	V
424	2897		br_raise				gen_q-mama_ust-vik	gen_q	mama_ust	vik	9.0	82.0	82		
706	1908			МАМА			gen_q-mama_ust-vik	gen_q	mama_ust	vik	17.0	53.0	82	МАМА	N
1943	2614				УСТАЛЫЙ		gen_q-mama_ust-vik	gen_q	mama_ust	vik	54.0	74.0	82		
1978	2685			УСТАЛЫЙ			gen_q-mama_ust-vik	gen_q	mama_ust	vik	55.0	76.0	82	УСТАЛЫЙ	V
2120	2544	nod					gen_q-mama_ust-vik	gen_q	mama_ust	vik	59.0	72.0	82		
333	2366		br_raise				gen_q-mama_ust-x	gen_q	mama_ust	x	7.0	71.0	88		
533	2433	turn_forward					gen_q-mama_ust-x	gen_q	mama_ust	x	13.0	73.0	88		
666	1300			МАМА			gen_q-mama_ust-x	gen_q	mama_ust	x	17.0	37.0	88	МАМА	N
1400	2333			УСТАЛЫЙ			gen_q-mama_ust-x	gen_q	mama_ust	x	40.0	70.0	88	УСТАЛЫЙ	V
1433	2300				УСТАЛЫЙ		gen_q-mama_ust-x	gen_q	mama_ust	x	41.0	69.0	88		
218	744		br_raise				st-mama_ust-gul	st	mama_ust	gul	2.0	15.0	38		
306	1006			МАМА			st-mama_ust-gul	st	mama_ust	gul	4.0	22.0	38	МАМА	N
1006	1269		br_raise				st-mama_ust-gul	st	mama_ust	gul	22.0	28.0	38		
1094	1663			УСТАЛЫЙ			st-mama_ust-gul	st	mama_ust	gul	24.0	38.0	38	УСТАЛЫЙ	V
1137	1663				УСТАЛЫЙ		st-mama_ust-gul	st	mama_ust	gul	25.0	38.0	38		
687	1236			МАМА			st-mama_ust-shyr	st	mama_ust	shyr	7.0	17.0	29	МАМА	N
1305	1923			УСТАЛЫЙ			st-mama_ust-shyr	st	mama_ust	shyr	18.0	28.0	29	УСТАЛЫЙ	V
1374	1923				УСТАЛЫЙ		st-mama_ust-shyr	st	mama_ust	shyr	19.0	28.0	29		
565	1272			МАМА			st-mama_ust-vik	st	mama_ust	vik	13.0	34.0	77	МАМА	N
1378	1978				УСТАЛЫЙ		st-mama_ust-vik	st	mama_ust	vik	37.0	55.0	77		
1413	1978			УСТАЛЫЙ			st-mama_ust-vik	st	mama_ust	vik	38.0	55.0	77	УСТАЛЫЙ	V
600	2200		br_raise				st-mama_ust-x	st	mama_ust	x	15.0	65.0	99		
766	1600			МАМА			st-mama_ust-x	st	mama_ust	x	20.0	46.0	99	МАМА	N
1733	2433			УСТАЛЫЙ			st-mama_ust-x	st	mama_ust	x	51.0	72.0	99	УСТАЛЫЙ	V
1766	2366				УСТАЛЫЙ		st-mama_ust-x	st	mama_ust	x	52.0	70.0	99		
654	1918		br_raise				gen_q-okno_razb-gul	gen_q	okno_razb	gul	12.0	44.0	54		
697	1264			ОКНО			gen_q-okno_razb-gul	gen_q	okno_razb	gul	13.0	27.0	54	ОКНО	N
1351	1918			РАЗБИТЫЙ	РАЗБИТЫЙ		gen_q-okno_razb-gul	gen_q	okno_razb	gul	30.0	44.0	54	РАЗБИТЫЙ	V
1438	1918	turn_forward					gen_q-okno_razb-gul	gen_q	okno_razb	gul	32.0	44.0	54		
274	1439		br_raise				gen_q-okno_razb-shyr	gen_q	okno_razb	shyr	0.0	20.0	31		
548	959			ОКНО			gen_q-okno_razb-shyr	gen_q	okno_razb	shyr	5.0	12.0	31	ОКНО	N
1096	1576			РАЗБИТЫЙ	РАЗБИТЫЙ		gen_q-okno_razb-shyr	gen_q	okno_razb	shyr	14.0	22.0	31	РАЗБИТЫЙ	V
700	2566		br_raise				gen_q-okno_razb-x	gen_q	okno_razb	x	18.0	76.0	115		
866	1400			ОКНО			gen_q-okno_razb-x	gen_q	okno_razb	x	23.0	40.0	115	ОКНО	N
1500	2333			РАЗБИТЫЙ			gen_q-okno_razb-x	gen_q	okno_razb	x	43.0	69.0	115	РАЗБИТЫЙ	V
1533	2333				РАЗБИТЫЙ		gen_q-okno_razb-x	gen_q	okno_razb	x	44.0	69.0	115		
261	523		br_raise				st-okno_razb-gul	st	okno_razb	gul	3.0	9.0	41		
348	959			ОКНО			st-okno_razb-gul	st	okno_razb	gul	5.0	20.0	41	ОКНО	N
1046	1308		br_raise				st-okno_razb-gul	st	okno_razb	gul	23.0	29.0	41		
1046	1613			РАЗБИТЫЙ			st-okno_razb-gul	st	okno_razb	gul	23.0	37.0	41	РАЗБИТЫЙ	V
1090	1613				РАЗБИТЫЙ		st-okno_razb-gul	st	okno_razb	gul	24.0	37.0	41		
548	1028			ОКНО			st-okno_razb-shyr	st	okno_razb	shyr	5.0	13.0	30	ОКНО	N
1165	1713				РАЗБИТЫЙ		st-okno_razb-shyr	st	okno_razb	shyr	15.0	25.0	30		
1233	1713			РАЗБИТЫЙ			st-okno_razb-shyr	st	okno_razb	shyr	17.0	25.0	30	РАЗБИТЫЙ	V
599	1234			ОКНО			st-okno_razb-vik	st	okno_razb	vik	14.0	33.0	68	ОКНО	N
1340	1939				РАЗБИТЫЙ		st-okno_razb-vik	st	okno_razb	vik	37.0	55.0	68		
1375	1939			РАЗБИТЫЙ			st-okno_razb-vik	st	okno_razb	vik	38.0	55.0	68	РАЗБИТЫЙ	V
533	1700		br_raise				st-okno_razb-x	st	okno_razb	x	13.0	50.0	83		
766	1400			ОКНО			st-okno_razb-x	st	okno_razb	x	20.0	40.0	83	ОКНО	N
1433	2100				РАЗБИТЫЙ		st-okno_razb-x	st	okno_razb	x	41.0	62.0	83		
1566	2100			РАЗБИТЫЙ			st-okno_razb-x	st	okno_razb	x	46.0	62.0	83	РАЗБИТЫЙ	V
216	995		br_raise				gen_q-papa_beg-gul	gen_q	papa_beg	gul	2.0	21.0	48		
216	1125					lf	gen_q-papa_beg-gul	gen_q	papa_beg	gul	2.0	24.0	48		
346	1125			ПАПА			gen_q-papa_beg-gul	gen_q	papa_beg	gul	5.0	24.0	48	ПАПА	N
1255	1991			БЕЖАТЬ			gen_q-papa_beg-gul	gen_q	papa_beg	gul	28.0	46.0	48	БЕЖАТЬ	V
1472	1991				БЕЖАТЬ		gen_q-papa_beg-gul	gen_q	papa_beg	gul	33.0	46.0	48		
964	1507			ПАПА			gen_q-papa_beg-shyr	gen_q	papa_beg	shyr	14.0	24.0	34	ПАПА	N
1567	2050				БЕЖАТЬ		gen_q-papa_beg-shyr	gen_q	papa_beg	shyr	25.0	34.0	34		
1628	2050			БЕЖАТЬ			gen_q-papa_beg-shyr	gen_q	papa_beg	shyr	27.0	34.0	34	БЕЖАТЬ	V
602	2480		br_raise				gen_q-papa_beg-vik	gen_q	papa_beg	vik	14.0	70.0	70		
708	1275			ПАПА			gen_q-papa_beg-vik	gen_q	papa_beg	vik	17.0	34.0	70	ПАПА	N
1381	1913			БЕЖАТЬ	БЕЖАТЬ		gen_q-papa_beg-vik	gen_q	papa_beg	vik	38.0	54.0	70	БЕЖАТЬ	V
1594	2019	nod					gen_q-papa_beg-vik	gen_q	papa_beg	vik	44.0	57.0	70		
300	2600		br_raise				gen_q-papa_beg-x	gen_q	papa_beg	x	6.0	77.0	109		
500	2566	turn_forward					gen_q-papa_beg-x	gen_q	papa_beg	x	12.0	76.0	109		
533	1266			ПАПА			gen_q-papa_beg-x	gen_q	papa_beg	x	13.0	36.0	109	ПАПА	N
1366	2600				БЕЖАТЬ		gen_q-papa_beg-x	gen_q	papa_beg	x	39.0	77.0	109		
1400	2633			БЕЖАТЬ			gen_q-papa_beg-x	gen_q	papa_beg	x	40.0	78.0	109	БЕЖАТЬ	V
173	389		br_raise				st-papa_beg-gul	st	papa_beg	gul	0.0	6.0	49		
303	995			ПАПА			st-papa_beg-gul	st	papa_beg	gul	4.0	21.0	49	ПАПА	N
1039	2078			БЕЖАТЬ			st-papa_beg-gul	st	papa_beg	gul	22.0	48.0	49	БЕЖАТЬ	V
1125	2035				БЕЖАТЬ		st-papa_beg-gul	st	papa_beg	gul	24.0	47.0	49		
542	1206			ПАПА			st-papa_beg-shyr	st	papa_beg	shyr	6.0	18.0	41	ПАПА	N
1326	1869				БЕЖАТЬ		st-papa_beg-shyr	st	papa_beg	shyr	20.0	30.0	41		
1447	1869			БЕЖАТЬ			st-papa_beg-shyr	st	papa_beg	shyr	23.0	30.0	41	БЕЖАТЬ	V
354	1027			ПАПА			st-papa_beg-vik	st	papa_beg	vik	7.0	27.0	65	ПАПА	N
1098	1629				БЕЖАТЬ		st-papa_beg-vik	st	papa_beg	vik	29.0	45.0	65		
1133	1629			БЕЖАТЬ			st-papa_beg-vik	st	papa_beg	vik	30.0	45.0	65	БЕЖАТЬ	V
933	1566			ПАПА			st-papa_beg-x	st	papa_beg	x	25.0	45.0	113	ПАПА	N
1700	3066			БЕЖАТЬ			st-papa_beg-x	st	papa_beg	x	49.0	92.0	113	БЕЖАТЬ	V
1700	3100				БЕЖАТЬ		st-papa_beg-x	st	papa_beg	x	49.0	93.0	113		
437	742		br_raise				gen_q-reb_tanc-gul	gen_q	reb_tanc	gul	7.0	15.0	42		
480	1092			РЕБЕНОК			gen_q-reb_tanc-gul	gen_q	reb_tanc	gul	8.0	24.0	42	РЕБЕНОК	N
742	1179	turn_forward					gen_q-reb_tanc-gul	gen_q	reb_tanc	gul	15.0	26.0	42		
1179	1660			ТАНЦЕВАТЬ	ТАНЦЕВАТЬ		gen_q-reb_tanc-gul	gen_q	reb_tanc	gul	26.0	38.0	42	ТАНЦЕВАТЬ	V
479	1028			РЕБЕНОК			gen_q-reb_tanc-shyr	gen_q	reb_tanc	shyr	4.0	13.0	29	РЕБЕНОК	N
1097	1645			ТАНЦЕВАТЬ			gen_q-reb_tanc-shyr	gen_q	reb_tanc	shyr	14.0	24.0	29	ТАНЦЕВАТЬ	V
1165	1645				ТАНЦЕВАТЬ		gen_q-reb_tanc-shyr	gen_q	reb_tanc	shyr	16.0	24.0	29		
176	1766		br_raise				gen_q-reb_tanc-vik	gen_q	reb_tanc	vik	2.0	50.0	64		
424	777			РЕБЕНОК			gen_q-reb_tanc-vik	gen_q	reb_tanc	vik	9.0	20.0	64	РЕБЕНОК	N
848	1484				ТАНЦЕВАТЬ		gen_q-reb_tanc-vik	gen_q	reb_tanc	vik	22.0	41.0	64		
883	1484			ТАНЦЕВАТЬ			gen_q-reb_tanc-vik	gen_q	reb_tanc	vik	23.0	41.0	64	ТАНЦЕВАТЬ	V
300	2566		br_raise				gen_q-reb_tanc-x	gen_q	reb_tanc	x	6.0	76.0	103		
500	1200			РЕБЕНОК			gen_q-reb_tanc-x	gen_q	reb_tanc	x	12.0	34.0	103	РЕБЕНОК	N
533	2533	turn_forward					gen_q-reb_tanc-x	gen_q	reb_tanc	x	13.0	75.0	103		
1300	2333				ТАНЦЕВАТЬ		gen_q-reb_tanc-x	gen_q	reb_tanc	x	37.0	69.0	103		
1300	2366			ТАНЦЕВАТЬ			gen_q-reb_tanc-x	gen_q	reb_tanc	x	37.0	70.0	103	ТАНЦЕВАТЬ	V
174	349		br_raise				st-reb_tanc-gul	st	reb_tanc	gul	0.0	5.0	39		
218	874			РЕБЕНОК			st-reb_tanc-gul	st	reb_tanc	gul	2.0	18.0	39	РЕБЕНОК	N
917	1529			ТАНЦЕВАТЬ			st-reb_tanc-gul	st	reb_tanc	gul	19.0	35.0	39	ТАНЦЕВАТЬ	V
917	1573				ТАНЦЕВАТЬ		st-reb_tanc-gul	st	reb_tanc	gul	19.0	36.0	39		
274	754		br_raise				st-reb_tanc-shyr	st	reb_tanc	shyr	0.0	9.0	27		
274	891			РЕБЕНОК			st-reb_tanc-shyr	st	reb_tanc	shyr	0.0	11.0	27	РЕБЕНОК	N
1028	1714			ТАНЦЕВАТЬ			st-reb_tanc-shyr	st	reb_tanc	shyr	13.0	25.0	27	ТАНЦЕВАТЬ	V
1097	1714				ТАНЦЕВАТЬ		st-reb_tanc-shyr	st	reb_tanc	shyr	15.0	25.0	27		
247	812			РЕБЕНОК			st-reb_tanc-vik	st	reb_tanc	vik	4.0	21.0	56	РЕБЕНОК	N
812	1625				ТАНЦЕВАТЬ		st-reb_tanc-vik	st	reb_tanc	vik	21.0	46.0	56		
989	1625			ТАНЦЕВАТЬ			st-reb_tanc-vik	st	reb_tanc	vik	26.0	46.0	56	ТАНЦЕВАТЬ	V
666	1533			РЕБЕНОК			st-reb_tanc-x	st	reb_tanc	x	17.0	44.0	106	РЕБЕНОК	N
1633	2833				ТАНЦЕВАТЬ		st-reb_tanc-x	st	reb_tanc	x	47.0	85.0	106		
1733	2900			ТАНЦЕВАТЬ			st-reb_tanc-x	st	reb_tanc	x	50.0	87.0	106	ТАНЦЕВАТЬ	V
424	671		br_raise				gen_q-sob_est-gul	gen_q	sob_est	gul	9.0	17.0	57		
495	1096			СОБАКА			gen_q-sob_est-gul	gen_q	sob_est	gul	11.0	30.0	57	СОБАКА	N
1202	1732		br_raise				gen_q-sob_est-gul	gen_q	sob_est	gul	33.0	49.0	57		
1273	1768			ЕСТЬ			gen_q-sob_est-gul	gen_q	sob_est	gul	35.0	50.0	57	ЕСТЬ	V
273	753			СОБАКА			gen_q-sob_est-shyr	gen_q	sob_est	shyr	0.0	9.0	26	СОБАКА	N
821	1163	nod					gen_q-sob_est-shyr	gen_q	sob_est	shyr	10.0	16.0	26		
821	1506			ЕСТЬ			gen_q-sob_est-shyr	gen_q	sob_est	shyr	10.0	22.0	26	ЕСТЬ	V
958	1506				ЕСТЬ		gen_q-sob_est-shyr	gen_q	sob_est	shyr	12.0	22.0	26		
200	2133		br_raise				gen_q-sob_est-x	gen_q	sob_est	x	3.0	64.0	74		
300	1000			СОБАКА			gen_q-sob_est-x	gen_q	sob_est	x	6.0	28.0	74	СОБАКА	N
400	2100	turn_forward					gen_q-sob_est-x	gen_q	sob_est	x	9.0	63.0	74		
1033	2000			ЕСТЬ			gen_q-sob_est-x	gen_q	sob_est	x	29.0	60.0	74	ЕСТЬ	V
141	601		br_raise				st-sob_est-gul	st	sob_est	gul	0.0	15.0	50		
282	848			СОБАКА			st-sob_est-gul	st	sob_est	gul	5.0	22.0	50	СОБАКА	N
990	1520			ЕСТЬ			st-sob_est-gul	st	sob_est	gul	27.0	43.0	50	ЕСТЬ	V
479	958			СОБАКА			st-sob_est-shyr	st	sob_est	shyr	4.0	12.0	28	СОБАКА	N
1027	1574			ЕСТЬ			st-sob_est-shyr	st	sob_est	shyr	13.0	23.0	28	ЕСТЬ	V
1095	1574				ЕСТЬ		st-sob_est-shyr	st	sob_est	shyr	14.0	23.0	28		
177	1739		br_raise				st-sob_est-vik	st	sob_est	vik	2.0	49.0	56		
319	887			СОБАКА			st-sob_est-vik	st	sob_est	vik	6.0	23.0	56	СОБАКА	N
1065	1597			ЕСТЬ			st-sob_est-vik	st	sob_est	vik	28.0	45.0	56	ЕСТЬ	V
133	433			СОБАКА			st-sob_est-x	st	sob_est	x	0.0	10.0	61	СОБАКА	N
133	733		br_raise				st-sob_est-x	st	sob_est	x	0.0	20.0	61		
633	1366			ЕСТЬ			st-sob_est-x	st	sob_est	x	17.0	40.0	61	ЕСТЬ	V
544	2383		br_raise				gen_q-tel_slom-shyr	gen_q	tel_slom	shyr	5.0	35.0	35		
885	1498			ТЕЛЕВИЗОР			gen_q-tel_slom-shyr	gen_q	tel_slom	shyr	11.0	21.0	35	ТЕЛЕВИЗОР	N
1021	1430				ТЕЛЕВИЗОР		gen_q-tel_slom-shyr	gen_q	tel_slom	shyr	13.0	20.0	35		
1498	2179			СЛОМАННЫЙ	СЛОМАННЫЙ		gen_q-tel_slom-shyr	gen_q	tel_slom	shyr	21.0	32.0	35	СЛОМАННЫЙ	V
700	2533		br_raise				gen_q-tel_slom-x	gen_q	tel_slom	x	18.0	75.0	118		
800	2500	turn_forward					gen_q-tel_slom-x	gen_q	tel_slom	x	21.0	74.0	118		
1033	1533				ТЕЛЕВИЗОР		gen_q-tel_slom-x	gen_q	tel_slom	x	28.0	44.0	118		
1033	1566			ТЕЛЕВИЗОР			gen_q-tel_slom-x	gen_q	tel_slom	x	28.0	45.0	118	ТЕЛЕВИЗОР	N
1633	2333				СЛОМАННЫЙ		gen_q-tel_slom-x	gen_q	tel_slom	x	47.0	69.0	118		
1733	2333			СЛОМАННЫЙ			gen_q-tel_slom-x	gen_q	tel_slom	x	50.0	69.0	118	СЛОМАННЫЙ	V
141	388		br_raise				st-tel_slom-gul	st	tel_slom	gul	0.0	8.0	44		
141	776			ТЕЛЕВИЗОР	ТЕЛЕВИЗОР		st-tel_slom-gul	st	tel_slom	gul	0.0	20.0	44	ТЕЛЕВИЗОР	N
847	1447			СЛОМАННЫЙ			st-tel_slom-gul	st	tel_slom	gul	22.0	41.0	44	СЛОМАННЫЙ	V
882	1412				СЛОМАННЫЙ		st-tel_slom-gul	st	tel_slom	gul	24.0	40.0	44		
681	1225			ТЕЛЕВИЗОР			st-tel_slom-shyr	st	tel_slom	shyr	7.0	16.0	38	ТЕЛЕВИЗОР	N
885	1293				ТЕЛЕВИЗОР		st-tel_slom-shyr	st	tel_slom	shyr	11.0	17.0	38		
1362	1974			СЛОМАННЫЙ			st-tel_slom-shyr	st	tel_slom	shyr	18.0	28.0	38	СЛОМАННЫЙ	V
1430	1906				СЛОМАННЫЙ		st-tel_slom-shyr	st	tel_slom	shyr	20.0	27.0	38		
352	2184		br_raise				st-tel_slom-vik	st	tel_slom	vik	7.0	62.0	63		
493	1057				ТЕЛЕВИЗОР		st-tel_slom-vik	st	tel_slom	vik	11.0	28.0	63		
493	1092			ТЕЛЕВИЗОР			st-tel_slom-vik	st	tel_slom	vik	11.0	29.0	63	ТЕЛЕВИЗОР	N
1127	1726				СЛОМАННЫЙ		st-tel_slom-vik	st	tel_slom	vik	30.0	49.0	63		
